Behavior,Start_Time_Entry,Stop_Time_Entry,Video_File_Name,Comments
Pace,8:04,8:08,GOPR0248,ZM_Side
Breath,8:08,8:24,,
Pace,8:24,8:42,,
Breath,8:42,8:59,,
Pace,8:59,9:12,,
Ate_Snail,9:12,9:38,,
Breath,9:38,9:57,,
Sit,9:57,10:13,,
Breath,10:13,10:28,,
Pace,10:28,10:37,,
Breath,10:37,11:17,,
Breath_Claw,11:17,12:13,,
Breath,12:13,12:23,,
Breath_Claw,12:23,12:31,,
Breath,12:31,12:38,,
Claw,12:38,12:43,,
Breath,12:43,14:08,,
Pace,14:08,14:14,,
Smelled_ZM,14:14,14:29,,
Breath,14:29,14:45,,
Pace,14:45,14:58,,
Breath,14:58,15:07,,
Breath_Claw,15:07,17:07,,
Breath,17:07,17:37,,
Breath_Claw,17:37,22:02,,
Breath,22:02,22:11,,
Breath_Claw,22:11,22:19,,
Breath,22:19,23:38,,
Breath_Claw,23:38,27:23:00,,
Breath,27:23:00,27:50:00,,
Breath_Claw,27:50:00,29:54:00,,
Breath,29:54:00,30:19:00,,
Breath_Claw,30:19:00,32:16:00,,
Breath,32:16:00,32:37:00,,
Breath_Claw,32:37:00,34:42:00,,
Breath_Claw,0:00,1:39,GO010248,
Breath,1:39,1:49,,
Breath_Claw,1:49,3:10,,
Breath,3:10,3:34,,
Breath_Claw,3:34,7:17,,
Breath,7:17,7:46,,
Breath_Claw,7:46,12:40,,
Breath,12:40,12:49,,
Breath_Claw,12:49,15:35,,
Breath,15:35,15:41,,
Sit,15:41,15:58,,Anna walked in
Breath,15:58,17:52,,
Sit,17:52,18:18,,
Ate_Snail,18:18,18:29,,
Pace,18:29,18:35,,
Smelled_ZM,18:35,18:52,,
Breath,18:52,19:23,,
Smelled_ZM,19:23,19:29,,
Breath,19:29,21:03,,
Pace,21:03,21:10,,
Breath,21:10,22:14,,
Breath_Claw,22:14,31:20:00,,
Breath,31:20:00,31:29:00,,
Breath_Claw,31:29:00,34:42:00,,
Breath_Claw,0:00,8:16,GO020248,
Breath,8:16,8:36,,
Breath_Claw,8:36,9:11,,
Bit_At_ZM,9:11,9:27,,
Breath,9:27,10:26,,
Breath_Claw,10:26,11:04,,
Breath,11:04,11:23,,
Breath_Claw,11:23,12:14,,
Breath,12:14,12:26,,
Pace,12:26,12:31,,
Breath,12:31,12:43,,
Breath_Claw,12:43,14:26,,
Breath,14:26,14:45,,
Breath_Claw,14:45,19:42,,
Breath,19:42,20:02,,
Breath_Claw,20:02,24:30:00,,
Breath,24:30:00,24:42:00,,
Breath_Claw,24:42:00,34:42:00,,
Breath_Claw,0:00,0:53,GO030248,
Breath,0:53,1:05,,
Breath_Claw,1:05,2:19,,
Breath,2:19,2:27,,
Breath_Claw,2:27,4:49,,
Breath,4:49,6:42,,
Smelled_ZM,6:42,7:02,,
Breath,7:02,7:43,,
Breath_Claw,7:43,8:12,,
Breath,8:12,9:12,,
Claw,9:12,10:12,,
Breath,10:12,10:20,,
Breath_Claw,10:20,14:42,,
Breath,14:42,14:48,,
Breath_Claw,14:48,15:39,,
Breath,15:39,15:44,,
Breath_Claw,15:44,15:54,,END
