Behavior,Start_Time_Entry,Stop_Time_Entry,Video_File_Name,Comments
Breath,8:41,8:51,,
Claw,8:51,9:29,,
Breath,9:29,9:41,,
Claw,9:41,9:56,,
Breath,9:56,10:06,,
Claw,10:06,10:24,,
Breath,10:24,10:30,,
Claw,10:30,10:47,,
Breath,10:47,10:53,,
Claw,10:53,11:15,,
Breath,11:15,11:26,,
Claw,11:26,11:47,,
Breath,11:47,11:54,,
Claw,11:54,12:07,,
Breath,12:07,12:17,,
Claw,12:17,12:39,,
Breath,12:39,12:52,,
Claw,12:52,13:04,,
Breath,13:04,13:08,,
Claw,13:08,13:35,,
Breath,13:35,13:45,,
Claw,13:45,14:16,,
Breath,14:16,14:38,,
Claw,14:38,15:03,,
Breath,15:03,15:11,,
Claw,15:11,15:18,,
Breath,15:18,15:29,,
Claw,15:29,15:34,,
Breath,15:34,15:40,,
Claw,15:40,16:41,,
Breath,16:41,17:31,,
Claw,17:31,17:34,,
Claw,0:00,0:11,GP030210,Control_Side
Breath,0:11,0:30,,
Pace,0:30,0:45,,ZM_Side
Claw,0:45,0:47,,
Breath,0:47,0:56,,
Pace,0:56,1:17,,
Breath,1:17,1:34,,
Pace,1:34,1:40,,
Breath,1:40,1:42,,
Claw,1:42,2:17,,
Breath,2:17,2:28,,
Claw,2:28,2:48,,
Breath,2:48,3:05,,
Claw,3:05,3:39,,
Breath,3:39,4:15,,
Claw,4:15,4:44,,
Pace,4:44,4:54,,
Breath,4:54,5:16,,
Claw,5:16,5:40,,
Breath,5:40,6:10,,
Claw,6:10,6:43,,
Breath,6:43,7:00,,
Claw,7:00,7:22,,
Breath,7:22,7:43,,
Claw,7:43,8:15,,
Breath,8:15,8:23,,
Claw,8:23,8:41,,
Breath,8:41,9:46,,
Claw,9:46,10:22,,
Breath,10:22,10:45,,
Claw,10:45,11:41,,
Breath,11:41,12:07,,
Claw,12:07,12:28,,
Breath,12:28,13:06,,
Claw,13:06,13:36,,
Breath,13:36,13:46,,
Pace,13:46,13:53,,
Breath,13:53,14:11,,ZM_Side
Claw,14:11,14:48,,Control_Side
Breath,14:48,14:58,,
Claw,14:58,15:07,,
Breath,15:07,15:13,,
Pace,15:13,15:16,,
Claw,15:16,15:54,,
Breath,15:54,16:17,,
Claw,16:17,17:02,,
Breath,17:02,17:34,,
Breath,0:00,2:50,GP040210,Control_Side
Pace,2:50,2:57,,ZM_Side
Breath,2:57,3:04,,
Pace,3:04,3:13,,
Breath,3:13,4:00,,
Pace,4:00,4:25,,Control_Side
Breath,4:25,5:01,,
Claw,5:01,5:30,,
Breath,5:30,5:38,,
Claw,5:38,6:21,,
Breath,6:21,6:30,,
Claw,6:30,6:53,,
Breath,6:53,7:03,,
Claw,7:03,7:38,,
Breath,7:38,7:59,,
Claw,7:59,8:36,,
Breath,8:36,9:00,,
Claw,9:00,9:27,,
Breath,9:27,11:07,,
Claw,11:07,11:35,,
Breath,11:35,11:45,,
Claw,11:45,12:01,,
Breath,12:01,12:26,,
Claw,12:26,13:05,,
Breath,13:05,13:50,,
Claw,13:50,14:20,,
Breath,14:20,15:47,,
Claw,15:47,16:19,,
Breath_Claw,16:19,17:15,,
Claw,17:15,17:34,,
Claw,0:00,0:30,GP050210,Control_Side
Breath_Claw,0:30,0:35,,
Claw,0:35,1:17,,
Breath,1:17,1:29,,
Claw,1:29,2:22,,
Breath,2:22,2:29,,
Claw,2:29,3:04,,
Breath_Claw,3:04,3:10,,
Claw,3:10,4:07,,
Breath,4:07,4:34,,
Claw,4:34,5:42,,
Breath,5:42,6:29,,
Claw,6:29,7:16,,
Breath,7:16,7:22,,
Claw,7:22,7:58,,
Breath,7:58,8:22,,
Claw,8:22,8:57,,
Breath,8:57,10:14,,
Claw,10:14,10:53,,
Breath,10:53,11:45,,
Pace,11:45,11:54,,
Breath,11:54,11:58,,
Claw,11:58,12:07,,
