Behavior,Start_Time_Entry,Stop_Time_Entry,Video_File_Name,Comments
Breath,14:22,14:40,,
Claw,14:40,14:52,,
Breath,14:52,15:05,,
Claw,15:05,15:51,,
Breath,15:51,16:05,,
Pace,16:05,16:10,,
Claw,16:10,16:19,,
Breath_Claw,16:19,16:28,,
Claw,16:28,16:40,,
Breath_Claw,16:40,16:42,,
Claw,16:42,16:54,,
Breath_Claw,16:54,16:56,,
Claw,16:56,17:28,,
Breath_Claw,17:28,17:34,,
Breath_Claw,0:00,0:06,GP050206,Control_Side
Claw,0:06,0:21,,
Breath,0:21,0:34,,
Claw,0:34,1:02,,
Breath,1:02,1:07,,
Claw,1:07,1:13,,
Breath_Claw,1:13,1:20,,
Claw,1:20,1:54,,
Breath,1:54,2:05,,
Pace,2:05,2:09,,
Breath,2:09,2:17,,
Claw,2:17,2:31,,
Breath,2:31,2:37,,
Claw,2:37,2:49,,
Breath,2:49,2:51,,
Claw,2:51,3:16,,
Breath,3:16,3:21,,
Claw,3:21,3:36,,
Breath_Claw,3:36,3:41,,
Claw,3:41,3:48,,
Breath_Claw,3:48,3:53,,
Claw,3:53,4:49,,
Breath_Claw,4:49,4:56,,
Claw,4:56,5:14,,
Breath,5:14,5:29,,
Claw,5:29,6:00,,
Breath_Claw,6:00,6:06,,
Claw,6:06,6:57,,
Breath_Claw,6:57,7:02,,
Claw,7:02,7:53,,
Breath,7:53,8:07,,
Claw,8:07,8:52,,
Breath,8:52,9:07,,People_Walked_In_At_8:58
Sit,9:07,10:16,,
Pace,10:16,10:47,,
Breath,10:47,10:51,,ZM_Side
Sit,10:51,12:04,,People_Left_At_10:56
Breath,12:04,14:30,,
Claw,14:30,15:06,,
Breath,15:06,15:18,,
Pace,15:18,15:29,,
Breath,15:29,16:01,,
Pace,16:01,16:25,,Control_Side
Claw,16:25,17:02,,
Pace,17:02,17:10,,ZM_Side
Claw,17:10,17:34,,
Claw,0:00,0:09,GP060206,ZM_Side
Breath,0:09,0:21,,
Pace,0:21,0:33,,
Claw,0:33,2:11,,
Breath,2:11,2:24,,
Pace,2:24,2:31,,
Breath,2:31,2:44,,
Claw,2:44,4:04,,
Breath,4:04,4:32,,Control_Side
Claw,4:32,5:22,,
Breath,5:22,5:55,,
Claw,5:55,6:08,,
Breath,6:08,6:18,,
Pace,6:18,6:23,,
Breath,6:23,6:27,,
Claw,6:27,7:25,,
Breath,7:25,7:41,,
Claw,7:41,10:51,,
Breath,10:51,11:28,,
Claw,11:28,13:18,,
Breath,13:18,13:25,,
Claw,13:25,14:20,,
Breath,14:20,14:46,,
Claw,14:46,15:42,,
Breath,15:42,16:03,,
Claw,16:03,17:34,,
Claw,0:00,0:48,GP070206,Control_Side
Breath,0:48,2:02,,
Sit,2:02,3:55,,
Breath,3:55,4:46,,
Claw,4:46,5:41,,
Breath,5:41,8:01,,
Claw,8:01,11:24,,
Breath,11:24,13:44,,
Claw,13:44,16:05,,
Breath,16:05,17:10,,
Sit,17:10,17:16,,
Claw,17:16,17:34,,
Claw,0:00,1:05,GP080206,Control_Side
Sit,1:05,1:49,,People_Walked_In_At_1:05
