Behavior,Start_Time_Entry,Stop_Time_Entry,Video_File_Name,Comments
Sit,1:58,3:00,MOV00001,Control_Side
Sit,0:00,3:00,MOV00002,
Sit,0:00,3:00,MOV00003,
Sit,0:00,3:00,MOV00004,
Sit,0:00,3:00,MOV00005,
Sit,0:00,1:38,MOV00006,
Breath,1:38,2:02,,
Sit,2:02,3:00,,
Claw,0:00,1:50,MOV00007,
Breath,1:50,2:34,,
Sit,2:34,3:00,,
Sit,0:00,0:24,MOV00008,
Breath,0:24,0:44,,
Claw,0:44,1:55,,
Ate_Snail,1:55,2:06,,
Claw,2:06,2:41,,
Sit,2:41,3:00,,
Breath,0:00,1:12,MOV00009,
Pace,1:12,3:00,,ZM_Side
Pace,0:00,0:20,MOV00010,
Claw,0:20,2:15,,
Breath,2:15,3:00,,
Breath,0:00,0:16,MOV00011,
Pace,0:16,1:05,,Control_Side
Breath,1:05,1:34,,
Claw,1:34,2:26,,
Sit,2:26,3:00,,
Sit,0:00,3:00,MOV00012,
Sit,0:00,3:00,MOV00013,
Sit,0:00,3:00,MOV00014,
Sit,0:00,2:44,MOV00015,
Breath,2:44,3:00,,
Breath,0:00,0:08,MOV00016,
Sit,0:08,3:00,,
Sit,0:00,1:24,MOV00017,
Pace,1:24,1:49,,ZM_Side
Breath,1:49,2:25,,
Pace,2:25,3:00,,
Pace,0:00,0:34,MOV00018,
Claw,0:34,1:26,,Control_Side
Breath,1:26,1:58,,
Claw,1:58,3:00,,
Claw,0:00,1:58,MOV00019,
Sit,1:58,3:00,,
Sit,0:00,3:00,MOV00020,
Sit,0:00,3:00,MOV00021,
Sit,0:00,3:00,MOV00022,
Sit,0:00,1:55,MOV00023,
Breath,1:55,2:19,,
Sit,2:19,3:00,,
Sit,0:00,3:00,MOV00024,
Sit,0:00,3:00,MOV00025,
Sit,0:00,0:08,MOV00026,
Breath,0:08,1:21,,
Claw,1:21,3:00,,
Claw,0:00,0:07,MOV00027,
Breath,0:07,0:50,,
Sit,0:50,3:00,,
Sit,0:00,3:00,MOV00028,
Sit,0:00,3:00,MOV00029,
Sit,0:00,3:00,MOV00030,
Breath,0:00,0:29,MOV00031,
Sit,0:29,1:25,,
Breath,1:25,1:48,,
Pace,1:48,2:48,,ZM_Side
Breath,2:48,3:00,,
Breath,0:00,0:41,MOV00032,
Pace,0:41,0:55,,Control_Side
Breath,0:55,1:18,,
Breath_Claw,1:18,1:56,,
Breath,1:56,2:21,,
Breath_Claw,2:21,3:00,,
Breath,0:00,0:36,MOV00033,
Pace,0:36,0:46,,
Breath,0:46,1:19,,
Claw,1:19,1:32,,
Breath,1:32,2:11,,
Breath_Claw,2:11,3:00,,
Breath_Claw,0:00,3:00,MOV00034,
Breath_Claw,0:00,3:00,MOV00035,
Breath_Claw,0:00,1:02,MOV00036,
Breath,1:02,1:27,,
Breath_Claw,1:27,3:00,,
Breath_Claw,0:00,0:11,MOV00037,
Pace,0:11,0:19,,
Breath,0:19,0:42,,
Breath_Claw,0:42,1:02,,
Breath,1:02,2:03,,
Breath_Claw,2:03,3:00,,
Breath_Claw,0:00,1:21,MOV00038,
Breath,1:21,1:45,,
Breath_Claw,1:45,2:38,,
Breath,2:38,3:00,,
Breath,0:00,0:14,MOV00039,
Claw,0:14,0:46,,
Breath,0:46,1:14,,
Breath_Claw,1:14,3:00,,
Breath_Claw,0:00,1:08,MOV00040,
Breath,1:08,1:40,,
Pace,1:40,1:55,,
Breath_Claw,1:55,2:44,,
Breath,2:44,3:00,,
Breath,0:00,0:27,MOV00041,
Breath_Claw,0:27,1:04,,END
