Behavior,Start_Time_Entry,Stop_Time_Entry,Video_File_Name,Comments
Claw,1:16,2:01,,
Breath,2:01,2:18,,
Claw,2:18,3:00,,
Claw,0:00,0:39,MOV00020,
Breath,0:39,1:04,,
Claw,1:04,2:46,,
Breath,2:46,2:57,,
Claw,2:57,3:00,,
Claw,0:00,0:51,MOV00021,
Sit,0:51,1:52,,
Claw,1:52,3:00,,
Claw,0:00,0:35,MOV00022,
Breath,0:35,1:06,,
Claw,1:06,2:58,,
Breath,2:58,3:00,,
Breath,0:00,0:46,MOV00023,
Claw,0:46,1:11,,
Sit,1:11,1:14,,
Ate_Snail,1:14,1:21,,
Spit_Out_Snail,1:21,1:22,,
Ate_Snail,1:22,1:29,,
Breath,1:29,2:15,,
Claw,2:15,2:41,,
Breath,2:41,2:53,,
Claw,2:53,3:00,,
Claw,0:00,0:24,MOV00024,
Breath,0:24,0:29,,
Claw,0:29,0:48,,
Ate_Snail,0:48,0:52,,
Spit_Out_Snail,0:52,0:57,,
Ate_Snail,0:57,1:08,,
Breath,1:08,1:14,,
Claw,1:14,1:18,,
Kicked_ZM,1:18,1:26,,
Bit_At_ZM,1:26,1:30,,
Kicked_ZM,1:30,1:43,,
Breath,1:43,1:49,,
Claw,1:49,2:32,,
Breath,2:32,2:38,,
Pace,2:38,2:44,,
Breath,2:44,2:54,,
Claw,2:54,3:00,,
Claw,0:00,0:42,MOV00025,
Pace,0:42,0:54,,Control_Side
Breath,0:54,1:11,,
Pace,1:11,1:22,,ZM_Side
Claw,1:22,1:44,,
Breath,1:44,1:48,,
Claw,1:48,2:35,,
Breath,2:35,2:57,,
Claw,2:57,3:00,,
Claw,0:00,1:05,MOV00026,
Breath,1:05,1:34,,
Claw,1:34,2:12,,
Breath,2:12,2:30,,
Claw,2:30,3:00,,
Claw,0:00,1:28,MOV00027,
Breath,1:28,2:19,,
Pace,2:19,2:23,,
Smelled_ZM,2:23,2:29,,
Breath,2:29,2:35,,
Claw,2:35,2:37,,
Breath,2:37,2:40,,
Claw,2:40,3:00,,
Claw,0:00,1:17,MOV00028,
Breath,1:17,2:07,,
Claw,2:07,3:00,,
Claw,0:00,0:18,MOV00029,
Breath,0:18,2:45,,
Claw,2:45,3:00,,
Claw,0:00,0:40,MOV00030,
Breath,0:40,0:58,,
Pace,0:58,1:03,,
Sit,1:03,1:05,,
Claw,1:05,2:35,,
Breath,2:35,3:00,,
Breath,0:00,0:01,MOV00031,
Claw,0:01,1:45,,
Sit,1:45,1:59,,
Claw,1:59,2:19,,
Breath,2:19,3:00,,
Breath,0:00,0:29,MOV00032,
Claw,0:29,0:32,,
Breath,0:32,0:37,,
Claw,0:37,1:13,,
Breath,1:13,1:50,,
Claw,1:50,2:46,,
Pace,2:46,2:58,,Control_Side
Smelled_ZM,2:58,3:00,,
Breath,0:00,0:09,MOV00033,
Claw,0:09,0:27,,ZM_Side
Breath,0:27,0:34,,
Claw,0:34,0:55,,Control_Side
Breath,0:55,1:26,,
Claw,1:26,2:24,,ZM_Side
Breath,2:24,2:41,,
Claw,2:41,3:00,,
Claw,0:00,1:13,MOV00034,
Breath,1:13,1:31,,
Claw,1:31,2:15,,
Breath,2:15,2:33,,
Claw,2:33,3:00,,
Claw,0:00,0:31,MOV00035,
Breath,0:31,0:38,,
Claw,0:38,1:27,,
Breath,1:27,2:00,,
Claw,2:00,2:52,,
Pace,2:52,2:56,,
Breath,2:56,3:00,,
Breath,0:00,0:10,MOV00036,
Pace,0:10,0:15,,Control_Side
Breath,0:15,0:20,,
Claw,0:20,1:25,,
Breath,1:25,1:38,,
Claw,1:38,1:41,,
Breath,1:41,1:43,,
Claw,1:43,2:23,,
Breath,2:23,3:00,,
