Behavior,Start_Time_Entry,Stop_Time_Entry,Video_File_Name,Comments
Breath,0:00,0:05,MOV00009,
Claw,0:05,0:18,,
Pace,0:18,0:26,,
Bit_At_Snail,0:26,0:28,,
Ate_Snail,0:28,0:31,,
Spit_Out_Snail,0:31,0:32,,
Sit,0:32,0:39,,
Breath,0:39,0:58,,
Claw,0:58,1:06,,
Breath,1:06,1:40,,
Claw,1:40,1:46,,
Breath_Claw,1:46,2:04,,
Breath,2:04,2:23,,
Breath_Claw,2:23,2:45,,
Breath,2:45,3:00,,
Breath,0:00,0:10,MOV00010,
Breath_Claw,0:10,0:37,,
Breath,0:37,1:08,,
Breath_Claw,1:08,1:44,,
Pace,1:44,1:51,,
Breath,1:51,2:09,,
Pace,2:09,2:17,,
Breath,2:17,2:21,,
Claw,2:21,2:31,,
Breath,2:31,2:45,,
Breath_Claw,2:45,3:00,,
Claw,0:00,0:07,MOV00011,
Breath,0:07,0:53,,
Pace,0:53,0:57,,ZM_Side
Breath,0:57,1:03,,
Breath_Claw,1:03,1:14,,Control_Side
Breath,1:14,1:36,,
Claw,1:36,1:46,,
Breath,1:46,1:52,,
Pace,1:52,2:11,,
Breath,2:11,2:56,,
Claw,2:56,3:00,,
Claw,0:00,0:05,MOV00012,
Breath,0:05,0:27,,
Pace,0:27,0:31,,
Breath,0:31,0:50,,
Breath_Claw,0:50,0:51,,ZM_Side
Bit_At_Snail,0:51,0:56,,
Breath,0:56,1:01,,
Pace,1:01,1:05,,
Breath,1:05,1:24,,
Pace,1:24,1:36,,Control_Side
Breath,1:36,2:12,,
Pace,2:12,2:28,,ZM_Side
Breath,2:28,3:00,,
Breath,0:00,0:05,MOV00013,
Pace,0:05,0:08,,
Breath_Claw,0:08,0:16,,
Pace,0:16,0:20,,
Breath,0:20,0:25,,
Claw,0:25,0:31,,
Breath,0:31,0:36,,
Claw,0:36,0:49,,
Breath,0:49,1:00,,
Breath_Claw,1:00,2:02,,
Breath,2:02,3:00,,
Breath,0:00,0:24,MOV00014,
Claw,0:24,0:59,,
Breath,0:59,1:49,,
Claw,1:49,1:52,,
Breath,1:52,2:19,,
Pace,2:19,2:22,,
Claw,2:22,2:53,,
Breath,2:53,3:00,,
Breath,0:00,0:54,MOV00015,
Claw,0:54,1:01,,
Breath,1:01,1:05,,
Pace,1:05,1:32,,Control_Side
Breath,1:32,1:49,,
Pace,1:49,1:54,,
Breath,1:54,2:09,,
Claw,2:09,2:28,,
Breath,2:28,3:00,,
Breath,0:00,0:11,MOV00016,
Claw,0:11,0:14,,
Breath,0:14,0:41,,
Claw,0:41,0:44,,
Breath,0:44,0:53,,
Breath_Claw,0:53,1:33,,
Breath,1:33,2:03,,
Claw,2:03,2:06,,
Breath_Claw,2:06,2:48,,
Breath,2:48,3:00,,
Breath,0:00,0:51,MOV00017,
Breath_Claw,0:51,1:09,,
Breath,1:09,1:13,,
Ate_Snail,1:13,1:20,,
Claw,1:20,1:23,,
Breath,1:23,1:42,,
Claw,1:42,1:50,,
Breath,1:50,2:22,,
Pace,2:22,2:29,,
Breath_Claw,2:29,3:00,,
Sit,0:00,0:03,MOV00018,
Breath,0:03,0:11,,
Breath_Claw,0:11,0:41,,
Breath,0:41,0:47,,
Breath_Claw,0:47,1:36,,
Pace,1:36,1:45,,
Breath,1:45,2:24,,
Pace,2:24,2:30,,
Smelled_ZM,2:30,2:34,,
Bit_At_ZM,2:34,3:00,,
Breath,0:00,0:03,MOV00019,
Pace,0:03,0:07,,
Breath,0:07,0:18,,
Pace,0:18,0:27,,
Breath,0:27,0:34,,
Claw,0:34,0:48,,
Breath,0:48,1:11,,
Breath_Claw,1:11,1:45,,
Breath,1:45,1:59,,
Breath_Claw,1:59,2:15,,
Breath,2:15,2:18,,
Breath_Claw,2:18,3:00,,
Breath_Claw,0:00,0:54,MOV00020,
Breath,0:54,1:20,,
Breath_Claw,1:20,1:41,,
Breath,1:41,1:49,,
Breath_Claw,1:49,2:04,,
Breath,2:04,2:15,,
Breath_Claw,2:15,3:00,,
Breath_Claw,0:00,0:18,MOV00021,ZM_Side
Breath,0:18,0:39,,
Breath_Claw,0:39,1:01,,
Breath,1:01,1:07,,
Breath_Claw,1:07,2:11,,
Breath,2:11,2:30,,
Breath_Claw,2:30,2:49,,
Breath,2:49,3:00,,
Breath,0:00,0:04,MOV00022,
Breath_Claw,0:04,0:53,,
Breath,0:53,1:03,,
Breath_Claw,1:03,1:40,,
Breath,1:40,1:42,,
Sit,1:42,2:14,,
Breath,2:14,2:28,,
Pace,2:28,2:43,,
Breath,2:43,2:54,,
Claw,2:54,3:00,,
Claw,0:00,0:02,MOV00023,
Breath,0:02,0:10,,
Pace,0:10,0:17,,
Bit_At_ZM,0:17,0:30,,
Breath,0:30,0:33,,
Pace,0:33,0:45,,
Breath,0:45,0:51,,
Pace,0:51,0:55,,
Breath,0:55,1:00,,
Pace,1:00,1:05,,
Breath,1:05,1:11,,
Breath_Claw,1:11,1:54,,
Pace,1:54,2:03,,
Breath,2:03,2:13,,
Breath_Claw,2:13,3:00,,
Breath_Claw,0:00,0:15,MOV00024,
Breath,0:15,0:34,,
Breath_Claw,0:34,1:54,,
Breath,1:54,2:04,,
Pace,2:04,2:08,,
Smelled_ZM,2:08,2:13,,
Breath,2:13,2:29,,
Pace,2:29,2:33,,Control_Side
Breath,2:33,2:38,,
Pace,2:38,2:45,,ZM_Side
Breath,2:45,3:00,,
Breath,0:00,0:04,MOV00025,
Pace,0:04,0:08,,
Breath_Claw,0:08,0:38,,Control_Side
Breath,0:38,0:50,,
Pace,0:50,1:26,,ZM_Side
Breath,1:26,1:32,,
Breath_Claw,1:32,2:50,,
Breath,2:50,3:00,,
Breath_Claw,0:00,0:43,MOV00026,
Breath,0:43,0:59,,
Breath_Claw,0:59,1:46,,
Breath,1:46,1:51,,
Claw,1:51,2:27,,
Sit,2:27,2:33,,
Claw,2:33,2:41,,
Breath,2:41,2:52,,
Claw,2:52,3:00,,
Breath_Claw,0:00,0:54,MOV00027,
Breath,0:54,1:12,,
Breath_Claw,1:12,1:40,,
Breath,1:40,1:49,,
Breath_Claw,1:49,2:44,,
Breath,2:44,2:50,,
Breath_Claw,2:50,3:00,,
Breath_Claw,0:00,0:39,MOV00028,
Breath,0:39,0:48,,
Claw,0:48,1:08,,
Breath,1:08,2:07,,
Pace,2:07,2:11,,
Breath,2:11,2:15,,
Pace,2:15,2:23,,
Breath,2:23,2:35,,
Breath_Claw,2:35,3:00,,
Breath_Claw,0:00,0:07,MOV00029,
Breath,0:07,0:19,,
Claw,0:19,0:34,,
Breath,0:34,0:43,,
Breath_Claw,0:43,2:02,,
Breath,2:02,2:14,,
Breath_Claw,2:14,2:40,,
Breath,2:40,3:00,,
Smelled_ZM,0:00,0:03,MOV00030,
Bit_At_ZM,0:03,0:08,,
Ate_Snail,0:08,0:41,,
Breath,0:41,0:47,,
Pace,0:47,1:05,,ZM_Side
Breath,1:05,1:09,,
Pace,1:09,1:28,,
Breath,1:28,1:56,,
Pace,1:56,2:01,,Control_Side
Bit_At_ZM,2:01,2:22,,
Breath,2:22,2:41,,
Pace,2:41,2:53,,
Breath,2:53,3:00,,
Pace,0:00,0:19,MOV00031,ZM_Side
Breath,0:19,0:23,,
Pace,0:23,0:30,,
Breath,0:30,0:33,,
Pace,0:33,1:03,,
Breath,1:03,1:09,,
Pace,1:09,1:13,,
Breath,1:13,1:25,,
Pace,1:25,1:46,,Control_Side
Breath,1:46,1:53,,
Pace,1:53,1:59,,
Breath,1:59,2:13,,
Pace,2:13,2:21,,
Breath,2:21,2:25,,
Claw,2:25,3:00,,
Claw,0:00,0:46,MOV00032,
Breath,0:46,1:53,,
Pace,1:53,2:13,,
Breath,2:13,2:19,,
Claw,2:19,2:28,,
Breath,2:28,3:00,,
Breath,0:00,0:10,MOV00033,
Pace,0:10,0:29,,
Breath,0:29,0:35,,
Pace,0:35,0:45,,
Breath,0:45,0:54,,
Breath_Claw,0:54,2:53,,
Breath,2:53,3:00,,
Breath,0:00,0:03,MOV00034,
Claw,0:03,0:37,,
Pace,0:37,1:01,,
Breath,1:01,1:10,,
Pace,1:10,1:46,,
Breath,1:46,2:03,,
Pace,2:03,2:09,,
Breath,2:09,2:15,,
Claw,2:15,2:43,,
Breath,2:43,2:47,,
Claw,2:47,3:00,,
Pace,0:00,0:05,MOV00035,ZM_Side
Breath,0:05,0:15,,
Pace,0:15,0:24,,
Breath,0:24,0:28,,
Claw,0:28,0:55,,
Breath,0:55,1:42,,
Claw,1:42,2:29,,
Breath,2:29,2:33,,
Pace,2:33,2:47,,
Breath,2:47,3:00,,
Claw,0:00,0:48,MOV00036,
Sit,0:48,1:14,,
Breath,1:14,1:36,,
Claw,1:36,2:10,,
Breath,2:10,2:17,,
Pace,2:17,2:41,,
Breath,2:41,2:50,,
Sit,2:50,3:00,,
Breath,0:00,0:05,MOV00037,
Claw,0:05,1:09,,
Breath,1:09,1:14,,
Claw,1:14,1:31,,
Breath,1:31,2:04,,
Claw,2:04,2:55,,
Breath,2:55,3:00,,
Breath,0:00,0:05,MOV00038,
Claw,0:05,0:20,,
Breath,0:20,0:33,,
Claw,0:33,1:05,,
Breath,1:05,1:29,,
Claw,1:29,1:53,,
Breath,1:53,2:05,,
Claw,2:05,2:26,,
Breath,2:26,2:37,,
Claw,2:37,2:56,,
Breath,2:56,3:00,,
Breath,0:00,0:17,MOV00039,
Claw,0:17,0:50,,
Breath,0:50,0:58,,
Claw,0:58,1:24,,
Breath,1:24,1:35,,
Pace,1:35,1:41,,
Breath,1:41,1:54,,
Pace,1:54,2:18,,
Breath,2:18,2:21,,
Claw,2:21,2:31,,
Breath,2:31,2:34,,
Bit_At_ZM,2:34,2:55,,
Breath,2:55,3:00,,
Pace,0:00,0:05,MOV00040,
Breath,0:05,0:08,,
Pace,0:08,0:14,,ZM_Side
Breaath,0:14,0:19,,
Pace,0:19,0:41,,
Breath,0:41,1:28,,
Claw,1:28,2:15,,
Breath,2:15,2:23,,
Sit,2:23,3:00,,
Sit,0:00,0:08,MOV00041,
Breath,0:08,0:31,,
Sit,0:31,0:45,,
Breath,0:45,0:51,,
Pace,0:51,1:00,,
Breath,1:00,3:00,,
Breath,0:00,0:44,MOV00042,
Pace,0:44,0:55,,
Breath,0:55,1:07,,
Pace,1:07,1:16,,
Breath,1:16,2:46,,
Pace,2:46,2:50,,
Breath,2:50,3:00,,
Breath_Claw,0:00,0:16,MOV00043,
Breath,0:16,0:28,,
Breath_Claw,0:28,1:13,,
Breath,1:13,1:23,,
Claw,1:23,2:09,,
Breath,2:09,2:18,,
Claw,2:18,3:00,,
Claw,0:00,0:10,MOV00044,
Breath,0:10,0:22,,
Claw,0:22,0:57,,
Breath,0:57,1:23,,
Pace,1:23,1:27,,
Breath,1:27,1:34,,
Claw,1:34,2:17,,
Breath,2:17,2:43,,
Pace,2:43,3:00,,
Pace,0:00,0:06,MOV00045,
Breath,0:06,0:17,,
Claw,0:17,0:33,,
Breath,0:33,0:57,,
Claw,0:57,1:32,,
Sit,1:32,3:00,,END
