Behavior,Start_Time_Entry,Stop_Time_Entry,Video_File_Name,Comments
Claw,1:21,1:38,MOV00000,Control_Side
Breath,1:38,2:57,,
Claw,2:57,3:00,,
Claw,0:00,3:00,MOV00001,
Claw,0:00,1:20,MOV00002,
Breath,1:20,3:00,,
Breath,0:00,0:40,MOV00003,
Claw,0:40,2:50,,
Breath,2:50,3:00,,
Breath,0:00,0:23,MOV00004,
Claw,0:23,1:32,,
Breath,1:32,2:31,,
Pace,2:31,2:50,,
Breath,2:50,3:00,,
Breath,0:00,0:15,MOV00005,
Pace,0:15,0:37,,ZM_Side
Breath,0:37,1:40,,
Claw,1:40,3:00,,Control_Side
Claw,0:00,0:39,MOV00006,
Breath,0:39,2:11,,
Claw,2:11,3:00,,
Claw,0:00,3:00,MOV00007,
Claw,0:00,2:16,MOV00008,
Breath,2:16,2:39,,
Claw,2:39,3:00,,
Claw,0:00,2:41,MOV00009,
Breath,2:41,3:00,,
Breath,0:00,1:04,MOV00010,
Claw,1:04,3:00,,
Claw,0:00,2:49,MOV00011,
Breath,2:49,3:00,,
Breath,0:00,1:11,MOV00012,
Claw,1:11,3:00,,
Breath,0:00,1:06,MOV00013,
Claw,1:06,2:47,,
Breath,2:47,3:00,,
Breath,0:00,1:24,MOV00014,
Claw,1:24,3:00,,
Claw,0:00,0:16,MOV00015,
Breath,0:16,1:03,,
Claw,1:03,1:50,,
Breath,1:50,3:00,,
Breath,0:00,0:17,MOV00016,
Pace,0:17,0:31,,
Breath,0:31,1:41,,
Pace,1:41,1:48,,
Breath,1:48,2:00,,
Claw,2:00,2:22,,
Breath,2:22,2:53,,
Claw,2:53,3:00,,
Claw,0:00,1:07,MOV00017,
Breath,1:07,1:35,,
Claw,1:35,3:00,,
Claw,0:00,0:07,MOV00018,
Breath,0:07,0:44,,
Claw,0:44,1:36,,
Breath,1:36,2:39,,
Claw,2:39,3:00,,
Claw,0:00,1:59,MOV00019,
Breath,1:59,3:00,,
Breath,0:00,0:34,MOV00020,
Claw,0:34,1:15,,
Breath,1:15,2:07,,
Claw,2:07,3:00,,
Claw,0:00,0:10,MOV00021,
Breath,0:10,0:40,,
Claw,0:40,1:15,,
Breath,1:15,2:56,,
Claw,2:56,3:00,,
Claw,0:00,1:00,MOV00022,
Breath,1:00,2:09,,
Pace,2:09,2:13,,
Breath,2:13,2:30,,
Claw,2:30,3:00,,
Claw,0:00,0:42,MOV00023,
Breath,0:42,1:43,,
Claw,1:43,2:39,,
Breath,2:39,2:51,,
Claw,2:51,3:00,,
Claw,0:00,0:19,MOV00024,
Breath,0:19,0:54,,
Claw,0:54,1:40,,
Breath,1:40,1:55,,
Claw,1:55,3:00,,
Breath,0:00,0:44,MOV00025,
Claw,0:44,1:55,,
Breath,1:55,3:00,,
Breath,0:00,1:23,MOV00026,
Claw,1:23,3:00,,
Claw,0:00,0:23,MOV00027,
Breath,0:23,2:31,,
Claw,2:31,3:00,,
Claw,0:00,0:08,MOV00028,
Breath,0:08,0:43,,
Claw,0:43,2:21,,
Breath,2:21,3:00,,
Breath,0:00,1:22,MOV00029,
Claw,1:22,2:11,,
Breath,2:11,3:00,,
Breath,0:00,0:05,MOV00030,
Claw,0:05,1:25,,
Breath,1:25,1:38,,
Claw,1:38,2:07,,
Breath,2:07,2:26,,
Claw,2:26,3:00,,
Claw,0:00,0:22,MOV00031,
Breath,0:22,0:45,,
Claw,0:45,2:03,,
Breath,2:03,3:00,,
Breath,0:00,0:20,MOV00032,
Claw,0:20,1:24,,
Breath,1:24,2:44,,
Claw,2:44,3:00,,
Claw,0:00,0:53,MOV00033,
Breath,0:53,2:32,,
Claw,2:32,3:00,,
Claw,0:00,2:19,MOV00034,
Breath,2:19,3:00,,
Breath,0:00,0:57,MOV00035,
Sit,0:57,1:20,,
Breath,1:20,2:25,,
Claw,2:25,3:00,,
Claw,0:00,1:14,MOV00036,
Breath,1:14,3:00,,
Breath,0:00,0:05,MOV00037,
Claw,0:05,1:06,,
Breath,1:06,2:17,,
Claw,2:17,2:29,,
Breath,2:29,2:48,,
Claw,2:48,3:00,,
Claw,0:00,2:13,MOV00038,
Breath,2:13,3:00,,
Breath,0:00,1:11,MOV00039,
Claw,1:11,3:00,,
Claw,0:00,0:12,MOV00040,END
