Behavior,Start_Time_Entry,Stop_Time_Entry,Video_File_Name,Comments
Sit,9:41,9:52,,People_Present_In_Room
Breath,9:52,10:03,,People_Present_In_Room
Sit,10:03,10:27,,People_Present_In_Room
Breath,10:27,10:30,,People_Present_In_Room
Sit,10:30,10:48,,People_Present_In_Room
Breath,10:48,10:52,,People_Present_In_Room
Sit,10:52,11:26,,
Breath,11:26,12:04,,
Sit,12:04,12:19,,
Breath,12:19,12:39,,
Claw,12:39,14:15,,
Breath,14:15,14:37,,
Pace,14:37,14:57,,
Breath,14:57,15:11,,
Sit,15:11,15:56,,
Breath,15:56,16:06,,
Claw,16:06,17:34,,
Claw,0:00,0:54,GP060206,
Breath,0:54,1:17,,
Pace,1:17,1:25,,
Breath,1:25,1:35,,
Claw,1:35,3:02,,
Breath,3:02,3:19,,
Pace,3:19,3:32,,
Breath,3:32,3:40,,
Claw,3:40,3:55,,
Breath,3:55,4:13,,
Claw,4:13,4:18,,
Breath,4:18,4:28,,
Claw,4:28,5:10,,
Breath,5:10,5:23,,
Claw_Pace,5:23,5:55,,
Breath,5:55,6:04,,
Pace,6:04,6:09,,
Breath,6:09,6:19,,
Pace,6:19,6:37,,Control_Side
Breath,6:37,6:47,,
Claw,6:47,7:55,,
Breath,7:55,8:01,,
Claw,8:01,9:18,,ZM_Side
Breath,9:18,9:34,,
Claw,9:34,10:19,,
Breath,10:19,10:30,,
Claw,10:30,11:36,,Kicked_ZM_To_Control_Side
Breath,11:36,11:43,,
Claw,11:43,11:54,,
Breath,11:54,12:00,,
Claw,12:00,12:21,,
Breath,12:21,13:31,,
Pace,13:31,13:35,,
Breath,13:35,13:39,,
Pace,13:39,13:48,,
Breath,13:48,13:50,,
Pace,13:50,14:05,,
Breath,14:05,14:09,,
Claw_Pace,14:09,15:33,,
Breath,15:33,15:40,,
Claw,15:40,17:26,,
Breath,17:26,17:34,,
Breath,0:00,0:07,GP070206,
Pace,0:07,0:18,,ZM_Side
Breath,0:18,1:21,,
Pace,1:21,1:35,,
Claw,1:35,2:23,,
Breath,2:23,2:45,,
Pace,2:45,2:54,,Control_Side
Breath,2:54,3:04,,
Pace,3:04,3:10,,
Sit,3:10,3:21,,
Breath,3:21,3:33,,
Pace,3:33,3:40,,ZM_Side
Breath,3:40,3:48,,
Claw,3:48,5:00,,
Breath,5:00,6:08,,
Pace,6:08,6:13,,
Breath,6:13,6:21,,
Pace,6:21,6:39,,ZM_Side
Claw,6:39,8:02,,
Breath,8:02,8:26,,
Pace,8:26,8:37,,Control_Side
Breath,8:37,9:33,,
Sit,9:33,9:39,,
Breath,9:39,10:25,,
Pace,10:25,10:29,,
Breath,10:29,10:33,,
Claw,10:33,13:32,,
Breath,13:32,13:54,,
Claw,13:54,14:15,,
Breath,14:15,14:30,,
Claw,14:30,14:55,,
Breath,14:55,15:30,,
Claw,15:30,15:42,,
Breath,15:42,16:11,,
Claw,16:11,16:42,,
Breath,16:42,17:05,,
Claw,17:05,17:14,,
Breath,17:14,17:34,,
