Behavior,Start_Time_Entry,Stop_Time_Entry,Video_File_Name,Comments
Breath,2:38,2:45,MOV00001,Control_Side
Claw,2:45,3:00,,
Claw,0:00,0:12,MOV00002,
Breath,0:12,1:26,,
Pace,1:26,2:05,,
Breath,2:05,2:22,,
Claw,2:22,2:48,,
Breath,2:48,3:00,,
Pace,0:00,0:18,MOV00003,
Claw,0:18,1:14,,
Breath,1:14,1:38,,
Claw,1:38,3:00,,
Claw,0:00,1:01,MOV00004,
Breath,1:01,1:14,,
Breath_Claw,1:14,3:00,,
Breath_Claw,0:00,0:56,MOV00005,ZM_Side
Breath,0:56,1:31,,
Claw,1:31,2:07,,
Breath,2:07,2:19,,
Breath_Claw,2:19,3:00,,
Breath_Claw,0:00,3:00,MOV00006,Control_Side
Breath_Claw,0:00,1:15,MOV00007,
Breath,1:15,1:29,,
Breath_Claw,1:29,2:18,,
Breath,2:18,2:36,,
Pace,2:36,2:42,,
Breath,2:42,3:00,,
Breath,0:00,0:07,MOV00008,
Claw,0:07,0:15,,
Breath,0:15,0:41,,
Claw,0:41,0:52,,
Breath,0:52,1:19,,
Breath_Claw,1:19,3:00,,
Breath_Claw,0:00,1:44,MOV00009,
Breath,1:44,3:00,,
Pace,0:00,0:03,MOV00010,
Breath,0:03,0:40,,
Pace,0:40,0:43,,
Ate_Snail,0:43,0:52,,
Breath,0:52,1:01,,
Breath_Claw,1:01,1:22,,
Breath,1:22,2:19,,
Breath_Claw,2:19,3:00,,
Breath,0:00,0:27,MOV00011,
Claw,0:27,0:43,,
Ate_Snail,0:43,0:57,,
Breath,0:57,1:05,,
Breath_Claw,1:05,1:39,,
Breath,1:39,1:55,,
Breath_Claw,1:55,3:00,,
Breath_Claw,0:00,0:40,MOV00012,
Bit_At_ZM,0:40,0:48,,
Breath_Claw,0:48,2:06,,
Breath,2:06,3:00,,
Breath_Claw,0:00,3:00,MOV00013,
Breath_Claw,0:00,3:00,MOV00014,
Breath_Claw,0:00,0:13,MOV00015,
Breath,0:13,0:42,,
Breath_Claw,0:42,2:24,,
Breath,2:24,3:00,,
Breath_Claw,0:00,0:08,MOV00016,
Breath,0:08,1:49,,
Breath_Claw,1:49,3:00,,
Breath_Claw,0:00,1:51,MOV00017,
Breath,1:51,2:39,,
Breath_Claw,2:39,3:00,,
Breath,0:00,1:37,MOV00018,
Breath_Claw,1:37,2:36,,
Breath,2:36,3:00,,
Breath,0:00,0:10,MOV00019,
Breath_Claw,0:10,3:00,,
Breath_Claw,0:00,1:13,MOV00020,
Breath,1:13,2:10,,
Breath_Claw,2:10,3:00,,
Breath_Claw,0:00,0:49,MOV00021,
Breath,0:49,2:11,,
Breath_Claw,2:11,3:00,,
Breath_Claw,0:00,1:10,MOV000022,
Breath,1:10,1:47,,
Pace,1:47,2:19,,
Bit_At_Snail,2:19,2:22,,
Breath_Claw,2:22,3:00,,
Breath_Claw,0:00,1:10,MOV00023,
Breath,1:10,2:38,,
Bit_At_ZM,2:38,2:48,,
Claw,2:48,3:00,,
Bit_At_ZM,0:00,0:22,MOV00024,
Breath_Claw,0:22,3:00,,
Breath,0:00,0:19,MOV00025,
Ate_Snail,0:19,0:32,,
Breath,0:32,2:07,,
Breath_Claw,2:07,3:00,,
Breath_Claw,0:00,0:43,MOV00026,
Breath,0:43,0:55,,
Breath_Claw,0:55,3:00,,
Breath_Claw,0:00,1:36,MOV00027,
Breath,1:36,2:26,,
Pace,2:26,3:00,,
Breath,0:00,0:33,MOV00028,
Breath_Claw,0:33,2:37,,
Breath,2:37,3:00,,
Breath_Claw,0:00,0:39,MOV00029,
Breath,0:39,2:35,,
Ate_Snail,2:35,2:50,,
Breath,2:50,3:00,,
Breath,0:00,0:07,MOV00030,
Breath_Claw,0:07,0:55,,
Breath,0:55,1:56,,
Pace,1:56,2:12,,
Breath,2:12,3:00,,
Breath,0:00,1:27,MOV00031,
Pace,1:27,1:38,,
Breath,1:38,1:46,,
Claw,1:46,2:01,,
Breath,2:01,2:38,,
Breath_Claw,2:38,3:00,,
Breath_Claw,0:00,3:00,MOV00032,
Breath,0:00,0:25,MOV00033,
Breath_Claw,0:25,1:00,,
Breath,1:00,2:22,,
Breath_Claw,2:22,3:00,,
Breath_Claw,0:00,1:18,MOV00034,
Breath,1:18,3:00,,
Breath,0:00,1:21,MOV00035,
Breath_Claw,1:21,1:48,,
Breath,1:48,2:19,,
Breath_Claw,2:19,2:29,,
Breath,2:29,3:00,,
Breath,0:00,1:28,MOV00036,
Pace,1:28,1:44,,
Breath,1:44,2:22,,
Breath_Claw,2:22,3:00,,
Breath,0:00,0:41,MOV00037,
Pace,0:41,0:50,,
Breath,0:50,1:07,,
Breath_Claw,1:07,2:46,,
Breath,2:46,3:00,,
Breath,0:00,0:35,MOV00038,
Breath_Claw,0:35,3:00,,
Breath_Claw,0:00,2:00,MOV00039,
Breath,2:00,3:00,,
Breath,0:00,0:20,MOV00040,
Breath_Claw,0:20,3:00,,
Breath_Claw,0:00,0:08,MOV00041,
Breath,0:08,0:19,,
,,,,END
